customer_id,customer_name,email,city,state_or_region,country,signup_date,membership_tier
AMA-C1387,ava martin,,Atlanta,GA,US,04-May-2024,Non-Prime
AMA-C7433,ben johnson,ben.johnson196@example.com,Los Angeles,CA,US,29-Sep-2024,Non-Prime
AMA-C6978,Anna Kumar,anna.kumar826@example.com,New York,NY,US,10/14/2023,Non-Prime
AMA-C6874,Fatima Patel,fatima.patel953 at example.com,Boston,MA,US,2024-12-29,Non-Prime
AMA-C2423,Olivia Patel,olivia.patel329@example.com,Los Angeles,CA,US,30-Sep-2022,Prime Student
AMA-C4536,Sara Yamada,sara.yamada918@example.com,HOUSTON,TX,US,2024-09-12,Prime
AMA-C6006,Emma Garcia,emma.garcia3@example.com,Los Angeles,CA,US,28-Jan-2024,Prime Student
AMA-C1386,John Suzuki,john.suzuki859@example.com,LOS ANGELES,CA,US,07-Sep-2021,Non-Prime
AMA-C1297,AVA WILSON,ava.wilson536@example.com,Phoenix,AZ,US,11-Jan-2023,Non-Prime
AMA-C10826,Yuki Müller,yuki.müller643@example.com,Chicago,IL,US,06/22/2023,Prime Student
AMA-C2667,Ben Müller,ben.müller846@example.com,Seattle,WA,US,13-Jun-2022,Prime Student
AMA-C5727,Aditya Lee,aditya.lee806@example.com,Houston,TX,US,05/27/2023,Non-Prime
AMA-C2486,Ben Suzuki,ben.suzuki242@example.com,Atlanta,GA,US,2024-10-02,Non-Prime
AMA-C5640,Wei Kim,wei.kim104@example.com,houston,TX,US,03/13/2024,Non-Prime
AMA-C7163,Ken Johnson,ken.johnson699@example.com,Atlanta,GA,US,27-Nov-2022,Prime Student
AMA-C7842,Yuki Müller,yuki.müller893@example.com,Atlanta,GA,US,11/14/2025,Prime Student
AMA-C2144,Aditya Khan,aditya.khan493@example.com,Chicago,IL,US,12/27/2025,Prime Student
AMA-C10066,Yuki Garcia,yuki.garcia806@example.com,Boston,MA,US,01/17/2022,Prime
AMA-C7791,Rahul Patel,rahul.patel310 at example.com,Denver,CO,US,2024-05-31,Prime Student
AMA-C3386,Sofia Khan,sofia.khan996@example.com,Houston,TX,US,14-Feb-2024,Non-Prime
AMA-C7350,CHEN ROSSI,chen.rossi620@example.com,Boston,MA,US,01/13/2024,Non-Prime
AMA-C9629,Zoe Brown,zoe.brown502@example.com,Chicago,IL,US,07-Apr-2021,Prime Student
AMA-C3128,Olivia Anderson,olivia.anderson419@example.com,Chicago,IL,US,16-Oct-2024,Prime Student
AMA-C5009,fatima smith,fatima.smith989@example.com,BOSTON,MA,US,2022-08-30,Prime Student
AMA-C3461, Ken Sharma ,ken.sharma360@example.com,New York,NY,US,25-Jun-2024,Prime
AMA-C7589,Aarav Suzuki,aarav.suzuki200@example.com,Chicago,IL,US,2025-08-03,Non-Prime
AMA-C3911, Rahul Sharma ,rahul.sharma997@example.com,Miami,FL,US,05/06/2024,Prime Student
AMA-C1003,Zoe Khan,zoe.khan596@example.com,Chicago,IL,US,31-Jul-2021,Prime
AMA-C5956, David Wang ,david.wang593@example.com,Seattle,WA,US,2025-06-13,Prime Student
AMA-C3616,KEN DAVIS,ken.davis140@example.com,New York,NY,US,24-Feb-2021,Non-Prime
AMA-C7981, Olivia Smith ,olivia.smith132@example.com,New York,NY,US,2024-10-03,Prime
AMA-C4398, Olivia Müller ,olivia.müller160@example.com,new york,NY,US,10/25/2021,Prime Student
AMA-C8487,Aditya Anderson,aditya.anderson180@example.com,Houston,TX,US,03-May-2024,Prime
AMA-C1013,Ben Khan,ben.khan408@example.com,Atlanta,GA,US,2023-03-15,Prime Student
AMA-C10641,Emma Sharma,emma.sharma526@example.com,New York,NY,US,20-Nov-2025,Prime Student
AMA-C9250,Li Patel,li.patel934@example.com,Denver,CO,US,27-Jan-2025,
AMA-C3231,Fatima Singh,fatima.singh904@example.com,chicago,IL,US,17-Jul-2023,Prime
AMA-C4445,Zoe Kim,,Boston,MA,US,22-May-2021,Prime Student
AMA-C3822,liam johnson,liam.johnson29@example.com,Atlanta,GA,US,2024-01-18,Non-Prime
AMA-C2597,Zoe Smith,zoe.smith346@example.com,Los Angeles,CA,US,2023-03-27,Prime Student
AMA-C4517,Carlos Wang,carlos.wang861@example.com,boston,MA,US,2025-12-27,Prime
AMA-C8263,Li Sharma,li.sharma159@example.com,Atlanta,GA,US,08-May-2024,Prime
AMA-C4609,james suzuki,james.suzuki528@example.com,Atlanta,GA,US,06-Feb-2021,Non-Prime
AMA-C3545,Noah Smith,noah.smith966@example.com,New York,NY,US,08/18/2022,Prime
AMA-C4713,Wei Singh,wei.singh624@example.com,Phoenix,AZ,US,12-Oct-2021,Non-Prime
AMA-C1734,chen kim,chen.kim718@example.com,miami,FL,US,2023-08-23,Non-Prime
AMA-C5174,James Martin,james.martin425@example.com,Phoenix,AZ,US,2022-06-01,Prime Student
AMA-C7919,Maria Davis,maria.davis239@example.com,Los Angeles,CA,US,02-Jun-2024,Prime
AMA-C6273,Carlos Müller,carlos.müller823@example.com,Phoenix,AZ,US,02/17/2022,Prime Student
AMA-C1409,Li Davis,li.davis303@example.com,Phoenix,AZ,US,2025-04-11,Non-Prime
AMA-C3556,Olivia Chen,olivia.chen345@example.com,houston,TX,US,07/13/2021,Prime Student
AMA-C2750,Li Davis,li.davis943@example.com,DENVER,CO,US,27-Apr-2023,Prime Student
AMA-C3050, Sara Wang ,sara.wang632@example.com,atlanta,GA,US,2022-11-29,Prime Student
AMA-C9861,Wei Johnson,wei.johnson322@example.com,Miami,FL,US,01/29/2023,Prime Student
AMA-C10797,John Brown,john.brown204@example.com,Atlanta,GA,US,2022-06-15,Prime Student
AMA-C7366,Ben Suzuki,ben.suzuki714@example.com,Atlanta,GA,US,2023-04-01,Non-Prime
AMA-C5352,Sara Anderson,sara.anderson611@example.com,Chicago,IL,US,16-Oct-2024,Prime Student
AMA-C4293,Fatima Wilson,fatima.wilson264@example.com,New York,NY,US,03/16/2022,Prime
AMA-C4538,Michael Kumar,michael.kumar337@example.com,Houston,TX,US,11-May-2023,Prime
AMA-C5874,Ben Rossi,ben.rossi27@example.com,Chicago,IL,US,2021-05-01,Prime Student
AMA-C1007,Sofia Anderson,sofia.anderson817@example.com,Denver,CO,US,2024-04-02,Non-Prime
AMA-C3916,AARAV WANG,aarav.wang250@example.com,Houston,TX,US,2024-08-12,Prime Student
AMA-C1567,Yuki Wang,yuki.wang176@example.com,BOSTON,MA,US,27-Apr-2025,Non-Prime
AMA-C3900,John Rossi,,Denver,CO,US,06/15/2024,
AMA-C9394,ZOE KIM,zoe.kim965@example.com,New York,NY,US,2023-12-10,
AMA-C5436,Emma Suzuki,emma.suzuki790@example.com,Miami,FL,US,11/30/2023,Prime
AMA-C7107,Mohammed Yamada,mohammed.yamada461@example.com,miami,FL,US,2021-07-25,Prime
AMA-C4284,Chen Sharma,chen.sharma933@example.com,Houston,TX,US,20-Jun-2024,Prime Student
AMA-C7026,Sofia Chen,sofia.chen439@example.com,Miami,FL,US,02/16/2022,Prime Student
AMA-C8424,Aarav Wang,aarav.wang868@example.com,Seattle,WA,US,12/03/2021,Prime Student
AMA-C2433,Mohammed Anderson,mohammed.anderson354@example.com,Houston,TX,US,2023-09-20,Non-Prime
AMA-C1332,Liam Brown,liam.brown405@example.com,Phoenix,AZ,US,02/13/2024,Prime
AMA-C3441,Li Khan,li.khan849@example.com,New York,NY,US,18-Sep-2022,Non-Prime
AMA-C9973,liam davis,liam.davis902@example.com,Los Angeles,CA,US,06/23/2024,Prime Student
AMA-C9661, Noah Martin ,noah.martin558@example.com,Chicago,IL,US,2025-01-19,Prime
AMA-C8713,Liam Müller,liam.müller622@example.com,Chicago,IL,US,2023-08-11,Non-Prime
AMA-C7491,AVA WILSON,ava.wilson745@example.com,NEW YORK,NY,US,14-Apr-2022,Prime
AMA-C7040, Aarav Müller ,aarav.müller99@example.com,Phoenix,AZ,US,2022-10-16,Non-Prime
AMA-C1884,James Wilson,james.wilson755@example.com,Chicago,IL,US,05-Nov-2023,Non-Prime
AMA-C5622,Emma Müller,emma.müller822@example.com,Los Angeles,CA,US,05/23/2021,Non-Prime
AMA-C4924,Chen Yamada,chen.yamada216@example.com,Chicago,IL,US,01-Mar-2024,Non-Prime
AMA-C7400,YUKI DAVIS,yuki.davis350@example.com,miami,FL,US,05/14/2022,Non-Prime
AMA-C7083, Rahul Singh ,rahul.singh337@example.com,Boston,MA,US,2024-03-17,Prime
AMA-C9683,Mohammed Müller,,New York,NY,US,04/14/2024,Non-Prime
AMA-C1163,chen anderson,chen.anderson513@example.com,New York,NY,US,04-Jun-2025,Prime Student
AMA-C2024,Mohammed Yamada,,Los Angeles,CA,US,2023-10-30,Prime
AMA-C9047,JOHN DAVIS,john.davis962@example.com,Miami,FL,US,2024-08-29,Prime Student
AMA-C3810,Priya Johnson,priya.johnson401@example.com,Chicago,IL,US,25-Nov-2021,Prime Student
AMA-C1685,Rahul Sharma,rahul.sharma53@example.com,Chicago,IL,US,2025-11-25,Non-Prime
AMA-C3167,Li Wang,li.wang54@example.com,New York,NY,US,2025-04-13,Prime Student
AMA-C9933,Michael Wang,,LOS ANGELES,CA,US,24-Feb-2024,Non-Prime
AMA-C4098,James Kim,james.kim4@example.com,Boston,MA,US,02/19/2022,Prime Student
AMA-C8696,Olivia Sharma,,Chicago,IL,US,2023-08-17,Prime Student
AMA-C10370,Mohammed Kumar,mohammed.kumar195 at example.com,Chicago,IL,US,2025-04-24,Prime
AMA-C4205,Wei Khan,wei.khan985@example.com,SEATTLE,WA,US,19-Nov-2023,Prime
AMA-C9231,Maria Kumar,maria.kumar9@example.com,Chicago,IL,US,01/22/2023,Prime Student
AMA-C2996,Ken Wang,ken.wang258@example.com,New York,NY,US,2024-10-21,Non-Prime
AMA-C9057,Liam Chen,liam.chen212@example.com,Houston,TX,US,19-Jan-2022,Prime Student
AMA-C1483,Zoe Wilson,zoe.wilson18@example.com,Chicago,IL,US,2022-01-11,Prime
AMA-C8601,Sofia Müller,sofia.müller636@example.com,Houston,TX,US,26-Sep-2021,Prime
AMA-C7434,fatima johnson,fatima.johnson9@example.com,Phoenix,AZ,US,2022-07-08,Prime
AMA-C7936,LIAM BROWN,liam.brown403@example.com,Los Angeles,CA,US,08-Mar-2023,Prime
AMA-C10619,Chen Wang,chen.wang765@example.com,Chicago,IL,US,21-Dec-2025,Prime
AMA-C1552,Olivia Chen,olivia.chen945@example.com,Phoenix,AZ,US,05/05/2021,Prime
AMA-C10329,Olivia Yamada,olivia.yamada651@example.com,Boston,MA,US,2024-01-23,Prime
AMA-C1263,Ava Yamada,ava.yamada41@example.com,miami,FL,US,03-Jul-2021,Prime
AMA-C8226,yuki suzuki,yuki.suzuki683@example.com,Phoenix,AZ,US,2022-07-17,Prime
AMA-C3229,VIVAAN YAMADA,vivaan.yamada151@example.com,Houston,TX,US,2021-08-01,Prime
AMA-C2114,Priya Yamada,priya.yamada329@example.com,Atlanta,GA,US,2022-08-01,Non-Prime
AMA-C5433,Rahul Rossi,rahul.rossi91@example.com,Chicago,IL,US,2022-08-17,Prime Student
AMA-C1333,Ben Wilson,ben.wilson207@example.com,Phoenix,AZ,US,09/17/2022,Prime Student
AMA-C7974,Fatima Kim,fatima.kim49@example.com,Seattle,WA,US,04/29/2023,Non-Prime
AMA-C10157,WEI WILSON,wei.wilson277@example.com,Phoenix,AZ,US,24-Mar-2024,Prime
AMA-C9465,John Brown,john.brown452@example.com,Miami,FL,US,12/31/2021,Prime Student
AMA-C4797,EMMA LEE,emma.lee990@example.com,Houston,TX,US,11/06/2022,Prime Student
AMA-C9085,ken smith,ken.smith589@example.com,chicago,IL,US,08/09/2022,
AMA-C9404,Aditya Davis,aditya.davis140@example.com,New York,NY,US,03/25/2025,Non-Prime
AMA-C8902,Chen Suzuki,chen.suzuki350@example.com,New York,NY,US,02/24/2021,Non-Prime
AMA-C10767,Emma Müller,emma.müller508 at example.com,New York,NY,US,01/31/2023,Non-Prime
AMA-C6937,Ben Wang,ben.wang240@example.com,Chicago,IL,US,30-Oct-2023,Non-Prime
AMA-C1607,Vivaan Garcia,vivaan.garcia702@example.com,Miami,FL,US,03/12/2023,Prime Student
AMA-C2865,aarav suzuki,aarav.suzuki138@example.com,Boston,MA,US,20-Sep-2024,Prime Student
AMA-C8234,KEN YAMADA,ken.yamada80@example.com,HOUSTON,TX,US,08-Nov-2023,Prime Student
AMA-C9758,SARA SMITH,sara.smith821@example.com,Miami,FL,US,04/20/2024,Non-Prime
AMA-C2786,Rahul Wilson,rahul.wilson30@example.com,New York,NY,US,11/29/2023,Non-Prime
AMA-C4463,Michael Patel,michael.patel96@example.com,New York,NY,US,12-May-2024,Prime Student
AMA-C2932,Carlos Anderson,carlos.anderson960 at example.com,Seattle,WA,US,01/19/2022,Prime
AMA-C4347, Vivaan Khan ,vivaan.khan451@example.com,Boston,MA,US,26-Oct-2023,Non-Prime
AMA-C9144,Michael Wang,michael.wang427@example.com,New York,NY,US,08-Jun-2021,Prime
AMA-C4495,Yuki Brown,yuki.brown181@example.com,Los Angeles,CA,US,2021-02-22,Prime
AMA-C6142,CARLOS BROWN,,Miami,FL,US,30-Aug-2024,Prime Student
AMA-C1220,Priya Anderson,,Miami,FL,US,20-Aug-2024,Non-Prime
AMA-C10110,emma patel,emma.patel949@example.com,Houston,TX,US,06/13/2022,Non-Prime
AMA-C2949,Noah Sharma,noah.sharma288@example.com,Chicago,IL,US,13-Dec-2025,Non-Prime
AMA-C5363,James Garcia,james.garcia829@example.com,Seattle,WA,US,21-Jun-2021,Prime Student
AMA-C6005,Aarav Johnson,,Los Angeles,CA,US,2021-06-10,Prime
AMA-C10823,fatima müller,fatima.müller538@example.com,Denver,CO,US,2023-11-02,Prime Student
AMA-C6615,Mohammed Singh,mohammed.singh245@example.com,Chicago,IL,US,07-May-2025,Prime Student
AMA-C2185,David Kumar,david.kumar882 at example.com,Miami,FL,US,07/10/2021,Prime Student
AMA-C5897,Aarav Martin,aarav.martin880@example.com,Houston,TX,US,31-Jan-2021,Prime Student
AMA-C4712,Li Sharma,li.sharma964@example.com,Houston,TX,US,2021-08-27,Non-Prime
AMA-C9721,Wei Tanaka,,Atlanta,GA,US,2023-07-09,
AMA-C4557,Zoe Davis,zoe.davis689@example.com,Chicago,IL,US,05-May-2023,Prime
AMA-C3454,Ben Smith,ben.smith711@example.com,New York,NY,US,04-Jan-2025,Prime
AMA-C6880,Michael Wang,michael.wang837@example.com,Boston,MA,US,22-Feb-2023,Prime
AMA-C7228,CARLOS ROSSI,carlos.rossi177@example.com,New York,NY,US,05/25/2024,Prime Student
AMA-C8304,wei müller,wei.müller586@example.com,HOUSTON,TX,US,11/04/2023,Prime
AMA-C4637,Ben Chen,ben.chen708@example.com,Phoenix,AZ,US,05/21/2022,Prime Student
AMA-C6750,Mohammed Singh,mohammed.singh878@example.com,Atlanta,GA,US,03/04/2021,Prime Student
AMA-C8480,noah tanaka,noah.tanaka676@example.com,Houston,TX,US,19-Oct-2023,Prime Student
AMA-C9730,Carlos Suzuki,carlos.suzuki184@example.com,ATLANTA,GA,US,21-Mar-2022,Non-Prime
AMA-C7146,Yuki Wang,yuki.wang989@example.com,Los Angeles,CA,US,2021-03-03,Prime Student
AMA-C9709,anna khan,anna.khan203@example.com,Houston,TX,US,02/03/2022,Prime Student
AMA-C7461,chen khan,chen.khan4@example.com,Los Angeles,CA,US,28-Feb-2022,Prime
AMA-C2978,Mohammed Tanaka,mohammed.tanaka193 at example.com,los angeles,CA,US,2023-07-12,Prime Student
AMA-C5283,Ava Lee,ava.lee699@example.com,Boston,MA,US,23-Oct-2023,Prime Student
AMA-C3227,Priya Kim,priya.kim999@example.com,Atlanta,GA,US,29-Oct-2024,Prime Student
AMA-C2028,David Suzuki,,Houston,TX,US,2022-08-19,Prime Student
AMA-C1240,John Brown,john.brown602@example.com,Boston,MA,US,2023-06-21,Non-Prime
AMA-C2666,Ken Kumar,ken.kumar375@example.com,Miami,FL,US,06/25/2023,Prime Student
AMA-C8087,John Sharma,john.sharma559@example.com,Los Angeles,CA,US,09/20/2023,Non-Prime
AMA-C6899,Ken Wilson,ken.wilson365@example.com,Miami,FL,US,11/07/2025,Prime
AMA-C1660,Michael Kim,michael.kim293@example.com,Miami,FL,US,07-Feb-2025,Prime
AMA-C5171,John Wang,john.wang509@example.com,Houston,TX,US,08/12/2025,Non-Prime
AMA-C3728,Mohammed Khan,mohammed.khan121@example.com,Atlanta,GA,US,06/08/2022,Prime Student
AMA-C1846,Maria Wang,maria.wang859 at example.com,Chicago,IL,US,09/06/2023,Prime Student
AMA-C8291,maria khan,maria.khan186@example.com,Houston,TX,US,02/02/2023,Prime
AMA-C2829,David Kumar,david.kumar618 at example.com,Miami,FL,US,2023-07-21,Non-Prime
AMA-C10184,Sofia Kumar,sofia.kumar745@example.com,Houston,TX,US,06/05/2022,Prime Student
AMA-C3425,aarav martin,aarav.martin726@example.com,Houston,TX,US,09/17/2025,Prime
AMA-C5102,Carlos Wang,carlos.wang159@example.com,Boston,MA,US,2024-07-22,Prime Student
AMA-C7154,Aditya Müller,aditya.müller742@example.com,Boston,MA,US,05-Sep-2022,Non-Prime
AMA-C8822,Wei Anderson,wei.anderson409@example.com,Chicago,IL,US,2021-02-16,Prime Student
AMA-C10225,Olivia Kumar,,Miami,FL,US,03/19/2021,Prime
AMA-C7106,Sofia Lee,sofia.lee418@example.com,Denver,CO,US,05/25/2025,Non-Prime
AMA-C4386,Aditya Rossi,aditya.rossi961@example.com,Los Angeles,CA,US,2022-05-21,Prime
AMA-C7637,Mohammed Suzuki,mohammed.suzuki830@example.com,Houston,TX,US,02/18/2022,Prime
AMA-C1786,SARA SHARMA,sara.sharma201@example.com,Chicago,IL,US,27-May-2024,
AMA-C7401,mohammed smith,mohammed.smith501@example.com,Phoenix,AZ,US,12/09/2023,Non-Prime
AMA-C1075,Emma Müller,emma.müller272@example.com,Denver,CO,US,2022-03-30,Prime Student
AMA-C4023,David Brown,david.brown656@example.com,Houston,TX,US,10/24/2023,Non-Prime
AMA-C10458,Noah Suzuki,noah.suzuki299@example.com,Seattle,WA,US,09/17/2024,Prime
AMA-C3609,Olivia Müller,olivia.müller55@example.com,Los Angeles,CA,US,2021-04-19,Prime Student
AMA-C4501,Rahul Garcia,rahul.garcia238@example.com,Miami,FL,US,05/18/2022,Non-Prime
AMA-C9575, Priya Kim ,priya.kim150@example.com,Atlanta,GA,US,01-Dec-2023,Prime
AMA-C4634,sara garcia,,Miami,FL,US,2024-09-01,Non-Prime
AMA-C2142,Sara Yamada,sara.yamada86 at example.com,Denver,CO,US,19-Jun-2021,Prime Student
AMA-C1520,Fatima Johnson,fatima.johnson983@example.com,Seattle,WA,US,02/17/2023,Non-Prime
AMA-C5748,Rahul Patel,rahul.patel800 at example.com,Houston,TX,US,07-Sep-2022,Prime
AMA-C10570,Noah Anderson,noah.anderson53@example.com,Miami,FL,US,2024-04-27,
AMA-C4818,Zoe Patel,zoe.patel24@example.com,Seattle,WA,US,05/23/2025,Prime
AMA-C5534,Noah Yamada,noah.yamada665 at example.com,Phoenix,AZ,US,23-Sep-2022,Prime Student
AMA-C10425,VIVAAN KHAN,vivaan.khan784@example.com,Miami,FL,US,05/06/2024,Prime
AMA-C2100,Li Khan,li.khan436@example.com,Seattle,WA,US,04-Sep-2022,Prime Student
AMA-C3177,Aditya Chen,aditya.chen111@example.com,Seattle,WA,US,2025-08-14,Prime
AMA-C10301,Emma Suzuki,emma.suzuki955@example.com,seattle,WA,US,09/21/2023,Prime Student
AMA-C8888, Rahul Chen ,rahul.chen783@example.com,CHICAGO,IL,US,23-Sep-2023,Non-Prime
AMA-C9678,Ken Müller,ken.müller839@example.com,Boston,MA,US,2022-08-21,Non-Prime
AMA-C1641,ava smith,ava.smith884@example.com,Boston,MA,US,29-Jun-2023,Non-Prime
AMA-C2030, Olivia Tanaka ,olivia.tanaka294@example.com,Miami,FL,US,30-May-2025,Prime
AMA-C10454,Li Johnson,li.johnson1@example.com,Miami,FL,US,12-Feb-2022,Non-Prime
AMA-C6172,John Yamada,john.yamada715@example.com,Atlanta,GA,US,07-Aug-2025,Non-Prime
AMA-C6974,Sofia Smith,sofia.smith883@example.com,Denver,CO,US,09-Sep-2022,Non-Prime
AMA-C3774,Li Anderson,li.anderson824@example.com,PHOENIX,AZ,US,2021-07-29,Prime
AMA-C8548,david smith,david.smith242@example.com,Denver,CO,US,16-Nov-2021,Prime
AMA-C8697,LIAM GARCIA,liam.garcia139@example.com,Chicago,IL,US,2025-03-09,Prime Student
AMA-C4357,Aarav Brown,aarav.brown883@example.com,New York,NY,US,05/16/2021,Prime
AMA-C3671,carlos sharma,carlos.sharma668@example.com,Chicago,IL,US,27-Nov-2022,Non-Prime
AMA-C5758,Carlos Kumar,carlos.kumar428 at example.com,Denver,CO,US,06/25/2022,Prime Student
AMA-C6867,Emma Anderson,emma.anderson761@example.com,Houston,TX,US,04/19/2023,Non-Prime
AMA-C4172,SARA YAMADA,,Seattle,WA,US,2022-06-12,Non-Prime
AMA-C4208,OLIVIA SUZUKI,olivia.suzuki503@example.com,Los Angeles,CA,US,2022-02-08,Prime Student
AMA-C10540,Emma Brown,emma.brown765@example.com,seattle,WA,US,12/09/2023,Prime Student
AMA-C4820,Mohammed Tanaka,mohammed.tanaka159@example.com,Miami,FL,US,15-Aug-2025,Prime
AMA-C8447,Maria Wang,maria.wang91@example.com,Phoenix,AZ,US,03/09/2023,Prime
AMA-C1614,Vivaan Johnson,vivaan.johnson644@example.com,BOSTON,MA,US,2021-02-13,Prime Student
AMA-C3626,chen tanaka,chen.tanaka543@example.com,Seattle,WA,US,09-Apr-2022,Prime
AMA-C8474,Sofia Anderson,sofia.anderson234@example.com,Houston,TX,US,2023-03-01,Non-Prime
AMA-C3904,james müller,james.müller799@example.com,Denver,CO,US,11/23/2022,Prime
AMA-C10896,michael suzuki,michael.suzuki395@example.com,Miami,FL,US,07/02/2022,Non-Prime
AMA-C7415,David Wilson,david.wilson406@example.com,chicago,IL,US,2023-09-12,Prime
AMA-C1812,Fatima Wilson,fatima.wilson531@example.com,Atlanta,GA,US,02/22/2025,Non-Prime
AMA-C9577,Emma Wang,,Miami,FL,US,18-Apr-2023,Prime Student
AMA-C5831,noah johnson,noah.johnson404@example.com,New York,NY,US,2022-09-19,Prime
AMA-C4791,Li Davis,li.davis126@example.com,New York,NY,US,04/04/2025,Prime Student
AMA-C8510,mohammed patel,mohammed.patel536@example.com,BOSTON,MA,US,08-Nov-2022,Non-Prime
AMA-C8990,priya garcia,priya.garcia377@example.com,Miami,FL,US,02/16/2025,Non-Prime
AMA-C8856,Zoe Brown,zoe.brown906@example.com,Phoenix,AZ,US,10-Mar-2021,Prime
AMA-C10694,Aarav Johnson,aarav.johnson698@example.com,Seattle,WA,US,2024-07-14,Prime Student
AMA-C1576,Sofia Suzuki,sofia.suzuki640@example.com,Denver,CO,US,02/24/2021,Prime Student
AMA-C5125, Ben Kumar ,ben.kumar447@example.com,Phoenix,AZ,US,2024-09-15,Non-Prime
AMA-C9062,James Smith,james.smith670@example.com,New York,NY,US,28-Nov-2025,Prime Student
AMA-C10312, Chen Patel ,chen.patel291 at example.com,Los Angeles,CA,US,27-Oct-2025,Prime
AMA-C2638,Emma Khan,emma.khan163@example.com,Chicago,IL,US,18-Jan-2024,Prime
AMA-C2463,Yuki Kim,yuki.kim867@example.com,Seattle,WA,US,06-Feb-2024,Prime
AMA-C7097,JOHN WANG,john.wang956@example.com,Los Angeles,CA,US,2023-05-25,Non-Prime
AMA-C2576,Zoe Rossi,zoe.rossi574@example.com,Los Angeles,CA,US,07/25/2025,Non-Prime
AMA-C4013,Olivia Anderson,olivia.anderson961@example.com,Boston,MA,US,21-Oct-2024,Prime
AMA-C1356,Ken Tanaka,ken.tanaka539@example.com,New York,NY,US,16-Oct-2023,Prime Student
AMA-C10243,Liam Martin,liam.martin59@example.com,Miami,FL,US,19-Sep-2022,Prime Student
AMA-C6970,wei patel,wei.patel81@example.com,ATLANTA,GA,US,02-Sep-2023,Prime
AMA-C5766,John Kumar,john.kumar826@example.com,Seattle,WA,US,30-Sep-2022,Non-Prime
AMA-C6073,Fatima Anderson,fatima.anderson458@example.com,NEW YORK,NY,US,2021-05-20,Prime Student
AMA-C1037,ADITYA BROWN,aditya.brown91@example.com,New York,NY,US,07/23/2024,
AMA-C8624,Ken Kumar,ken.kumar833@example.com,Denver,CO,US,09/09/2023,Prime Student
AMA-C5927,Aditya Tanaka,aditya.tanaka926@example.com,Atlanta,GA,US,02/01/2022,Non-Prime
AMA-C10034,carlos martin,carlos.martin365@example.com,Seattle,WA,US,2024-03-18,Non-Prime
AMA-C8963,Sara Suzuki,sara.suzuki892@example.com,houston,TX,US,11/22/2024,Prime
AMA-C8316,liam kim,liam.kim340@example.com,Denver,CO,US,2023-07-23,Prime Student
AMA-C1596,li johnson,li.johnson668@example.com,Boston,MA,US,28-Mar-2021,Prime
AMA-C6822,Liam Chen,liam.chen280@example.com,Houston,TX,US,06/20/2021,Non-Prime
AMA-C3199,ZOE SUZUKI,zoe.suzuki395@example.com,Denver,CO,US,01/19/2022,Prime Student
AMA-C5530,Sara Suzuki,sara.suzuki490@example.com,Denver,CO,US,15-Jun-2022,Non-Prime
AMA-C6942,Wei Lee,wei.lee213@example.com,Chicago,IL,US,11-Aug-2023,Prime
AMA-C2224, Zoe Wang ,zoe.wang104@example.com,Atlanta,GA,US,06/05/2025,Prime
AMA-C5703,noah müller,noah.müller753@example.com,Los Angeles,CA,US,2021-03-14,
AMA-C10812,Carlos Anderson,carlos.anderson190@example.com,Boston,MA,US,02/20/2023,Prime Student
AMA-C10578,Aditya Singh,aditya.singh343@example.com,Atlanta,GA,US,10-Oct-2025,Non-Prime
AMA-C2482,Anna Smith,anna.smith680@example.com,New York,NY,US,17-Aug-2024,Prime
AMA-C4573,Vivaan Wang,vivaan.wang65@example.com,Boston,MA,US,09/04/2024,Non-Prime
AMA-C4879,Rahul Tanaka,rahul.tanaka765@example.com,Seattle,WA,US,17-Sep-2024,Non-Prime
AMA-C8633,KEN MÜLLER,ken.müller595@example.com,Phoenix,AZ,US,03-Dec-2021,Non-Prime
AMA-C9375,Anna Davis,anna.davis16@example.com,Miami,FL,US,2021-02-16,Prime Student
AMA-C5298,Michael Kumar,michael.kumar346@example.com,Atlanta,GA,US,02/08/2023,Prime Student
AMA-C10771,WEI BROWN,wei.brown11@example.com,Seattle,WA,US,03/24/2025,
AMA-C7076,Chen Kim,chen.kim831@example.com,Seattle,WA,US,05/13/2022,Non-Prime
AMA-C5999,Anna Sharma,anna.sharma318@example.com,Seattle,WA,US,2023-04-08,Prime
AMA-C5037,Ava Yamada,ava.yamada581@example.com,Phoenix,AZ,US,23-Jan-2025,Prime
AMA-C3649, Emma Suzuki ,emma.suzuki965@example.com,Los Angeles,CA,US,05/02/2024,Prime
AMA-C7992,Yuki Garcia,yuki.garcia830@example.com,Chicago,IL,US,23-Jan-2024,Non-Prime
AMA-C4204,Priya Anderson,priya.anderson812@example.com,Houston,TX,US,04/10/2021,
AMA-C2347,David Wang,david.wang312@example.com,Phoenix,AZ,US,09/02/2023,Non-Prime
AMA-C8642,MOHAMMED SINGH,mohammed.singh768@example.com,New York,NY,US,27-Jul-2021,Prime Student
AMA-C5533,Emma Kim,emma.kim238@example.com,Denver,CO,US,12-Jan-2024,Prime
AMA-C9903,Yuki Patel,yuki.patel510@example.com,Miami,FL,US,31-Jan-2024,Prime Student
AMA-C4409,Fatima Kumar,fatima.kumar549@example.com,Miami,FL,US,2023-07-13,Prime Student
AMA-C9906,Aditya Johnson,aditya.johnson11@example.com,New York,NY,US,2022-06-20,
AMA-C6312,Rahul Wang,rahul.wang107@example.com,Los Angeles,CA,US,2021-05-08,Prime Student
